1	0.000166
2	0.000127
3	0.000131
4	0.000140
5	0.000125
6	0.000137
7	0.000140
8	0.000227
9	0.000259
10	0.000213
11	0.000262
12	0.000274
13	0.000289
14	0.000323
15	0.000498
16	0.000584
17	0.000934
18	0.001620
19	0.003301
20	0.005933
21	0.011316
22	0.018484
23	0.036688
24	0.072422
25	0.143571
26	0.287427
27	0.576438
28	1.155450
